,Unnamed: 0,id,tipo_documento_especialista,texto,label,subset,label_revisada,tipo_documento_especialista_3
177,177,177,Despacho ou decisão saneador(a),"ESTADO DO CEARÁ PODER JUDICIÁRIO TRIBUNAL DE JUSTIÇA 2 JUIZADO ESPECIAL CÍVEL E CRIMINAL COMARCA DE JUAZEIRO DO NORTE Processo n 3001194-04.2017.8.06.0112 Promovente: FRANCISCO DE ASSIS CÂNDIDO DE SOUSA Promovido: FRANCISCO ARTHUR LEITE DE LIMA - ME E MOTO COMPANY IMPORTAÇÃO E EXPORTAÇÃO LTDA D E C I S Ã O Vistos em conclusão. Tratam os autos de ação de obrigação de fazer c/c danos morais e materiais (fase de cumprimento de sentença), que envolvem as partes acima nominadas. Compulsando detidamente os autos verifico que, em decisão não terminativa proferida sob Id. 4789670, foi homologado pedido de desistência da ação com relação parte demandada Francisco Arthur Leite de Lima-ME, decretando-se a extinção do feito sem resolução do mérito com relação a esta parte. No mesmo decisum foi também determinado que o processo continuaria em desfavor da acionada MOTO COMPANY IMPORTAÇÃO E EXPORTAÇÃO LTDA, sendo concedido ao promovente que no prazo de 10 (dez) dias informasse o endereço atualizado desta. Ocorre que, foi certificado (Id. 4837020) que o promovente compareceu a esta Unidade e informou que o promovido Francisco Arthur Leite de Lima-ME, não cumpriu com o acordo firmado em audiência de conciliação (Id. 4776143), "" não tendo entrado em contato com o autor, visando informar o novo endereço da parte promovida"". No entanto, a sentença homologatória da desistência proferida não menciona que o demandado deveria colaborar com o autor para conseguir o endereço da acionada MOTO COMPANY, até porque não poderia estabelecer tal obrigação, tendo em vista limitar-se a homologar um pedido de desistência. Verificando o termo da audiência de conciliação, constato que nenhuma multa foi prevista, caso a ME demandada Francisco Arthur Leite de Lima, não ajudasse o autor a encontrar o endereço da outra empresa ré. Ato contínuo constato que, equivocadamente, foi proferida decisão por este juízo, determinando que a microempresa fosse intimada para ""providenciar o cumprimento do acordo, consistente em informar o novo endereço da parte requerida MOTO COMPANY LTDA, sob pena de aplicação de multa pecuniária diária no valor de R 300,00 (trezentos reais), por cada dia de atraso no cumprimento desta ordem, ex vi do artigo 537 do CPC"". (Id. 5025859). Posteriormente, vislumbro, em certidão proferida em Id. 5626574, a informação que o autor compareceu a esta secretaria e que se passaram 94 (noventa e quatro dias) do descumprimento da sentença, o que totalizaria a importância de R 28.200,00 (vinte e oito mil e duzentos reais), devendo essa importância ser honrada por Francisco Arthur Leite de Lima-ME. No caso em tela, não cabe, por ora, a fase de cumprimento de sentença, vez que a acionada MOTO COMPANY nem ao menos foi citada na presente lide, não havendo sentença para ser cumprida. E com relação a Francisco Arthur Leite de Lima - ME, o processo foi extinto sem resolução do mérito, tendo sido, a posteriori, erroneamente condenado ao pagamento de multa. Desta feita, chamo o feito ordem para sanear o presente processo, e ex officio, ANULO a decisão proferida sob Id. 5025859, bem como, por consequência lógica, seus atos decorrentes. Outrossim, verifico que não foram bloqueados valores ou penhorados bens da microempresa, razão pela qual constato que não lhe foi gerado ou ocasionado prejuízo material. Determino que seja intimado a parte autora para ciência desta decisão, bem como para informar o endereço atualizado da promovida MOTO COMPANY IMPORTAÇÃO E EXPOSTAÇÃO LTDA, no prazo de 10 (dez) dias, sob pena de extinção do processo. Expedientes necessários. Juazeiro do Norte-CE, data assinada eletronicamente. SAMARA DE ALMEIDA CABRAL Juíza de Direito tl",Despacho ou decisão saneador(a),test,Despacho ou decisão saneador(a),Despacho ou decisão saneador(a)
179,179,179,,"ESTADO DO CEARÁ PODER JUDICIÁRIO JUIZADO ESPECIAL CÍVEL E CRIMINAL COMARCA DE ARACATI Rua Cel. Alexandrino, 1244, Centro - Aracati/CE. Tel. (88) 3421-4150. E-mail: aracati.jecc@tjce.jus.br Proc. n. 3000232-47.2019.8.06.0035 DECISÃO. Preliminares: Da falta de interesse de agir. O interesse de agir decorre da necessidade bem como da utilidade da prestação jurisdicional pleiteada na medida em que a parte autora não poderá fazer valer seus pretensos direitos sem a necessária intervenção judicial. Da mesma forma rejeito essa alegação. Rejeito a preliminar, portanto. Intime-se a parte autora para querendo se manifestar acerca da contestação no prazo de quinze dias contados da intimação. Por fim, também no prazo de quinze dias as partes deverão fundamentadamente especificar se pretendem produzir outras provas além daquelas constantes nos autos. Nada sendo requerido, voltem os autos conclusos para sentença. Do contrário, para decisão. Expedientes necessários. Aracati/CE, 27 de junho de 2019 Tony Aluísio Viana Nogueira Juiz de Direito Titular",Despacho ou decisão saneador(a),test,Outro,Outro
180,180,180,,"ESTADO DO CEARÁ PODER JUDICIÁRIO JUIZADO ESPECIAL CÍVEL DA 1 VARA DA COMARCA DE BEBERIBE Rua Joaquim Facó, n 244, Novo Planalto - Beberibe /CE - 62.840-000 - Fone/Fax (88) 3338-1185. E-mail: beberibe@tjce.jus.br Processo n:3000206-41.2018.8.06.0049 AUTOR: GRAZIELA DA COSTA DORNELES RÉU: INSTITUTO DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL JESUS, MARIA E JOSE LTDA. - ME DECISÃO Trata- se Ação de procedimento sumaríssimo em que a parte reclamada vem aos autos justificar o não comparecimento a audiência inicial de conciliação, conforme atestado médico em anexo. Eis o breve relato. Decido. Compulsando atentamente os autos verifico que a parte requerida apresentou justificativa plausível para o seu não comparecimento audiência inaugural, razão pela qual deixo de aplicar os efeitos da revelia. Ademais, tendo em vista que o procedimento do Juizado Especial Cível tem como um dos seus pilares mestres o Princípio da Conciliação, reputo prudente que seja designada nova data para realização do aludido ato audiencial. Por conseguinte, determino que a secretaria designe audiência de conciliação para data mais próxima desimpedida. Intimem-se as partes, a autora, pessoalmente, e a ré, por sua advogada da data aprazada. Expedientes necessários. Beberibe/CE, data da publicação no sistema. Magno Rocha Thé Mota Juiz de Direito Auxiliar da 12 ZJ1 1 ""Respondendo nos termos da Portaria n 2090/2017, publicada no DJE de 12.12.2017"". LB",Despacho ou decisão saneador(a),test,Outro,Outro
181,181,181,Despacho ou decisão saneador(a),"DECISÃO R.H. Desnecessária a análise da prevenção no presente processo, haja vista não existir neste Juízo outra vara com competência para processar e julgar feitos sob a égide da Lei n 9.099/95. Ademais, o art. 59 do CPC reza que ""o registro ou a distribuição da petição inicial torna prevento o juízo"", razão pela qual deverá o feito prosseguir perante este Juizado Especial Cível. Entretanto, o art. 320 do Código de Processo Civil (Lei n 13.105/15) firma que a petição inicial será instruída com os documentos indispensáveis propositura da ação. Ademais, dispõe o art. 321 do mesmo diploma legal que: O juiz, ao verificar que a petição inicial não preenche os requisitos dos arts. 319 e 320 ou que apresenta defeitos e irregularidades capazes de dificultar o julgamento de mérito, determinará que o autor, no prazo de 15 (quinze) dias, a emende ou a complete, indicando com precisão o que deve ser corrigido ou completado. Nesta senda, do cotejo da exordial, entendo essencial boa apreciação da demanda a juntada de eventual documento que indique se o montante objeto do mútuo/empréstimo foi creditado em favor da parte autora. Neste sentido, por entender como documentos indispensáveis propositura da presente demanda, determino a emenda da petição inicial, no prazo de 15 (quinze) dias, para que sejam trazidos aos autos os seguintes documentos: 1) declaração de próprio punho firmada pela parte autora, sob as penas da lei, com a especificação das contas bancárias de que é titular e; 2) Juntar o extrato de movimentação das contas bancárias declaradas abrangendo o período de três meses antes e três meses depois do primeiro desconto em seus proventos de aposentadoria/pensão/benefício, devendo este ser indicado na inicial. Caso se verifique a existência de contrato firmado em nome da parte autora ou do crédito correspondente em sua bancária, deve a petição inicial ser esclarecida em vista desses fatos, para que não se incorra na causa de inépcia prevista no art. 330, 1, inciso III, da Lei Adjetiva, devendo, outrossim, a parte autora fazer juntar declaração firmada de próprio punho sob as penas da lei de que não requereu o empréstimo impugnado. Fica a parte autora advertida de que o descumprimento da presente determinação ensejará o não recebimento da inicial e a consequente extinção do feito sem resolução do mérito. Intime-se. Expedientes necessários. Canindé/CE, 1 de outubro de 2018. Bel. José Hercy Ponte de Alencar Juiz de Direito Titular",Despacho ou decisão saneador(a),test,Outro,Outro
182,182,182,,"Processo n 3000311-03.2019.8.06.0075 DECISÃO R.h. Considerando o pedido do autor e a concordância do réu DETERMINO A EXCLUSÃO DO REQUERIDOCERAMICA CAMPINENSE LTDA - ME - CNPJ: 00.143.655/0001-19 do polo passivo da demanda, devendo o feito seguir contra os demandadosBVS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA - ME eCERAMICA SERGIPE INDUSTRIA E COMERCIO LTDA. Compulsando os autos verifica-se que o requeridoBVS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA - ME foi representado, em audiência, por seu sócio proprietário, razão pela qual dispenso apresentação de carta de preposto. Ademais, INTIME-SEBVS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA - MEpara apresentar contestação, no prazo de 15 dias, sob as penas da lei. INTIMEM AINDA as partes para manifestarem-se sobre interesse de produção de prova em audiência. Eusébio/CE, 15 de outubro de 2019 . FLÁVIA PESSOA MACIEL Juíza Titular",Despacho ou decisão saneador(a),test,Outro,Outro
183,183,183,,"None ESTADO DO CEARÁ PODER JUDICIÁRIO TRIBUNAL DE JUSTIÇA COMARCA DE CARIDADE E VINCULADA DE PARAMOTI Processo n 3000118-80.2019.8.06.0206/0. DESPACHO Recebidos hoje. Por vislumbrar a condição de hipossuficiência do consumidor, segundo as regras ordinárias de experiências, defiro, desde logo, a inversão do ônus da prova postulada, para facilitação da defesa de seus direitos (art. 6, VIII do CDC). Encaminhe-se ao Núcleo de Conciliação para designação de audiência de conciliação. Cite-se a parte promovida, advertindo-o de que, na hipótese de seu não comparecimento, considerar-se-ão verdadeiras as alegações iniciais, e será proferido julgamento, de plano, conforme disposições do art. 18, 1, c/c art. 20 da Lei n 9.099/1995; deverá ainda a parte promovida colacionar aos autos os contratos firmados com a autora e cópia dos documentos utilizado na contratação. Expedientes necessários. PARAMOTI/CE, 11 de abril de 2019. SAULO BELFORT SIMÕES Juiz de Direito",Despacho ou decisão saneador(a),test,Outro,Outro
184,184,184,,"TRIBUNAL DE JUSTIÇA DO ESTADO DO CEARÁ VARA ÚNICA DA COMARCA DE PARACURU-CE DECISÃO Presente a relação de consumo , já que autor e réu enquadram-se, respectivamente na figura de consumidor e fornecedor, INVERTO o ônus da parte em favor do autor ( art. 6, VIII do CDC). Até a audiência de instrução e julgamento, desde já designada para o dia 19/8 s 15:00 horas, o réu deverá apresentar provas e documentos a fim de desconstituir o alegado pelo consumidor. Expedientes necessários. 25 de julho de 2019. BRUNA DOS SANTOS COSTA RODRIGUES MM. Juiz(a) de Direito",Despacho ou decisão saneador(a),test,Despacho ou decisão saneador(a),Despacho ou decisão saneador(a)
185,185,185,Despacho ou decisão saneador(a),"TRIBUNAL DE JUSTIÇA DO ESTADO DO CEARÁ VARA ÚNICA DA COMARCA DE PARACURU-CE DECISÃO R.H. De fato, há multiplicidade de ações em nome das mesmas partes, sendo o caso de reunião dos processos, na forma do art. 55, parágrafo 1 do CPC. Presente a relação de consumo , já que autor e réu enquadram-se, respectivamente na figura de consumidor e fornecedor, INVERTO o ônus da parte em favor do autor ( art. 6, VIII do CDC). Até a audiência de instrução e julgamento, desde já designada para o dia 06/11/2019 s 13:50 horas, o réu deverá apresentar provas e documentos a fim de desconstituir o alegado pelo consumidor. Expedientes necessários. Paracuru, 5 de setembro de 2019. BRUNA DOS SANTOS COSTA RODRIGUES MM. Juiz(a) de Direito",Despacho ou decisão saneador(a),test,Despacho ou decisão saneador(a),Despacho ou decisão saneador(a)
187,187,187,,"Processo n 3000497-60.2018.8.06.0075 R.h. Considerando que a parte Promovente se enquadra no conceito de consumidor, enquadrando-se, a meu sentir, no conceito de hipossuficiência, INVERTO O ÔNUS PROBATÓRIO (art. 6, VIII, CDC), pelo que a Promovida deverá fazer prova tanto dos fatos impeditivos, extintivos ou modificativos, alegados; como da inexistência de fato constitutivo do direito dos consumidores/autores. COM EFEITO, intime(m)-se a(s) Promovida(s) de todo o conteúdo do presente decisório, certo de que deverá, no prazo de 15 (quinze) dias, dizer as provas que pretende produzir; certo de que em caso de silêncio o feito será julgado antecipadamente. Eusébio/CE, 6 de novembro de 2019 . FLÁVIA PESSOA MACIEL Juíza Titular",Despacho ou decisão saneador(a),test,Despacho ou decisão saneador(a),Despacho ou decisão saneador(a)
188,188,188,,"ESTADO DO CEARÁ PODER JUDICIÁRIO JUIZADO ESPECIAL CÍVEL E CRIMINAL COMARCA DE ARACATI Rua Cel. Alexandrino, 1244, Centro - Aracati/CE. Tel. (88) 3421-4150. E-mail: aracati.jecc@tjce.jus.br Proc. n. 3000056-68.2019.8.06.0035 DECISÃO. Preliminares: Ilegitimidade passiva. Não há falar em ilegitimidade da demandada SOLAR MAGAZINE LTDA na medida em que todos aqueles que de alguma forma fazem parte e se beneficiam da cadeia de consumo respondem pelos danos eventualmente sofridos pelos consumidores que com eles mantenham relação de consumo (CDC, art. 7, Parág. Único c/c art. 25). Rejeito a preliminar, portanto. Antes de deliberar acerca do pedido de designação de audiência de instrução, determino que a parte autora se manifesta acerca das contestações, notadamente no que se refere a alegação de ausência de pagamento. Com a manifestação, retornem os autos conclusos para decisão. Expedientes necessários. Aracati/CE, 27 de junho de 2019 Tony Aluísio Viana Nogueira Juiz de Direito Titular",Despacho ou decisão saneador(a),test,Outro,Outro
189,189,189,Despacho ou decisão saneador(a),"TRIBUNAL DE JUSTIÇA DO ESTADO DO CEARÁ VARA ÚNICA DA COMARCA DE PARACURU-CE DECISÃO R.H. Presente a relação de consumo , já que autor e réu enquadram-se, respectivamente na figura de consumidor e fornecedor, INVERTO o ônus da parte em favor do autor ( art. 6, VIII do CDC). Até a audiência de instrução e julgamento, desde já designada para o dia 19/8 s 14:30 horas, o réu deverá apresentar provas e documentos a fim de desconstituir o alegado pelo consumidor. Expedientes necessários. 25 de julho de 2019. BRUNA DOS SANTOS COSTA RODRIGUES MM. Juiz(a) de Direito",Despacho ou decisão saneador(a),test,Despacho ou decisão saneador(a),Despacho ou decisão saneador(a)
190,190,190,,"TRIBUNAL DE JUSTIÇA DO ESTADO DO CEARÁ VARA ÚNICA DA COMARCA DE PARACURU-CE DECISÃO R.H. De fato, há multiplicidade de ações em nome das mesmas partes, sendo o caso de reunião dos processos, na forma do art. 55, parágrafo 1 do CPC. Presente a relação de consumo , já que autor e réu enquadram-se, respectivamente na figura de consumidor e fornecedor, INVERTO o ônus da parte em favor do autor ( art. 6, VIII do CDC). Até a audiência de instrução e julgamento, desde já designada para o dia 30/10/2019 s 09:15 horas, o réu deverá apresentar provas e documentos a fim de desconstituir o alegado pelo consumidor. Expedientes necessários. Paracuru, 19 de agosto de 2019. BRUNA DOS SANTOS COSTA RODRIGUES MM. Juiz(a) de Direito",Despacho ou decisão saneador(a),test,Despacho ou decisão saneador(a),Despacho ou decisão saneador(a)
191,191,191,,"R. h. Indefiro o pedido de Id17705285, considerando o princípio da especificidade ínsita na Lei 9.099/95. Incabível em sede de juizado especial a renuncia audiência de conciliação, a teor do disposto no art. 2 do diploma legal retromencionado. Ademais, ainda que se descure da legislação especial e se utilize o Código de Processo Civil, de forma subsidiária, ainda assim a audiência de conciliação terá que ser designada, a teor do disposto no art. 334 do CPC. Advirto a parte autora, que em caso de ausência desta a audiência de conciliação o processo será extinto, com as consequências do parágrafo 2 do art. 51 da lei de regência. Intime-se. Fortaleza, 24 de setembro de 2019 Paulo Sérgio dos Reis Juiz de Direito, respondendo",Despacho ou decisão saneador(a),test,Outro,Outro
192,192,192,,"None ESTADO DO CEARÁ PODER JUDICIÁRIO TRIBUNAL DE JUSTIÇA COMARCA DE CARIDADE E VINCULADA DE PARAMOTI Processo n 3000118-80.2019.8.06.0206/0. DESPACHO Recebidos hoje. Por vislumbrar a condição de hipossuficiência do consumidor, segundo as regras ordinárias de experiências, defiro, desde logo, a inversão do ônus da prova postulada, para facilitação da defesa de seus direitos (art. 6, VIII do CDC). Encaminhe-se ao Núcleo de Conciliação para designação de audiência de conciliação, oportunidade em que a parte autora deverá colacionar aos autos os documentos inicialmente apresentados, desta feita de forma legível. Cite-se a parte promovida, advertindo-o de que, na hipótese de seu não comparecimento, considerar-se-ão verdadeiras as alegações iniciais, e será proferido julgamento, de plano, conforme disposições do art. 18, 1, c/c art. 20 da Lei n 9.099/1995; deverá ainda a parte promovida colacionar aos autos os contratos firmados com a autora e cópia dos documentos utilizado na contratação. Expedientes necessários. CARIDADECE, 11 de abril de 2019. SAULO BELFORT SIMÕES Juiz de Direito",Despacho ou decisão saneador(a),test,Outro,Outro
